SC_ID,GasNode,ElecNode,ts,te,PcMin,PcMax,RcD,RcU,lambdaC,AlphaC,time,MIPGap,GasProfit,mSEDACost
sc11,ng101,ne101,1,4,0,20,-999,-999,1.84,-999,52.48346138000488,0.0,1.1087355183417458,1104.4685715071932
sc11,ng102,ne101,1,4,10,20,-999,-999,2.0415730272347297,-999,52.48346138000488,0.0,1.1087355183417458,1104.4685715071932
sc12,ng101,ne101,1,4,0,20,-999,-999,2.002798307585114,-999,0.07018661499023438,0.0,1.1087355183417458,1104.4685715071932
sc12,ng102,ne101,1,4,10,25,-999,-999,2.002798307585114,-999,0.07018661499023438,0.0,1.1087355183417458,1104.4685715071932
sc13,ng101,ne101,1,4,10,10,-999,-999,1.9930353047547296,-999,6.145330429077148,0.0,1.1087355183417458,1104.4685715071932
sc13,ng102,ne101,1,4,0,10,-999,-999,2.16,-999,6.145330429077148,0.0,1.1087355183417458,1104.4685715071932
sc14,ng101,ne101,1,4,10,10,-999,-999,2.0415730272347288,-999,0.4772663116455078,0.0,1.1087355183417458,1104.4685715071932
sc14,ng102,ne101,1,4,0,20,-999,-999,1.8400000000000003,-999,0.4772663116455078,0.0,1.1087355183417458,1104.4685715071932
sc15,ng101,ne101,1,4,10,10,-999,-999,2.3095215105628544,-999,0.06316757202148438,0.0,1.1087355183417458,1104.4685715071932
sc15,ng102,ne101,1,4,0,25,-999,-999,0.7150000000000001,-999,0.06316757202148438,0.0,1.1087355183417458,1104.4685715071932
sc16,ng101,ne101,1,4,10,10,-999,-999,2.971613393022979,-999,0.056148529052734375,0.0,-329.08371423261815,1104.4685715071932
sc16,ng102,ne101,1,4,10,10,-999,-999,0.0,-999,0.056148529052734375,0.0,-329.08371423261815,1104.4685715071932
