SC_ID,GasNode,ElecNode,ts,te,PcMin,PcMax,RcD,RcU,lambdaC,AlphaC,time,MIPGap,GasProfit,mSEDACost
sc17,ng101,ne101,1,4,10,10,-999,-999,2.269613393022979,-999,0.0792083740234375,0.0,-329.08371423261815,1104.4685715071932
sc17,ng102,ne101,1,4,10,20,-999,-999,0.702,-999,0.0792083740234375,0.0,-329.08371423261815,1104.4685715071932
sc18,ng101,ne101,1,4,10,10,-999,-999,2.269613393022979,-999,0.03709602355957031,0.0,-329.08371423261815,1104.4685715071932
sc18,ng102,ne101,1,4,10,25,-999,-999,0.7020000000000001,-999,0.03709602355957031,0.0,-329.08371423261815,1104.4685715071932
sc19,ng101,ne101,1,4,10,20,-999,-999,2.3126178041479797,-999,2.2750492095947266,0.0,1.1087355183135514,1104.4685715071932
sc19,ng102,ne101,1,4,0,10,-999,-999,0.702,-999,2.2750492095947266,0.0,1.1087355183135514,1104.4685715071932
sc20,ng101,ne101,1,4,10,20,-999,-999,2.0027983075851137,-999,0.3850231170654297,0.0,1.1087355183135514,1104.4685715071932
sc20,ng102,ne101,1,4,0,20,-999,-999,2.0027983075851137,-999,0.3850231170654297,0.0,1.1087355183135514,1104.4685715071932
sc21,ng101,ne101,1,4,10,20,-999,-999,2.002798307585114,-999,0.06417083740234375,0.0,1.1087355183417458,1104.4685715071932
sc21,ng102,ne101,1,4,0,25,-999,-999,2.002798307585114,-999,0.06417083740234375,0.0,1.1087355183417458,1104.4685715071932
sc22,ng101,ne101,1,4,10,20,-999,-999,0.7020000000000001,-999,0.11731338500976562,0.0,-329.0837142326184,1104.4685715071932
sc22,ng102,ne101,1,4,10,10,-999,-999,2.269613393022979,-999,0.11731338500976562,0.0,-329.0837142326184,1104.4685715071932
sc23,ng101,ne101,1,4,10,20,-999,-999,2.2696133930229787,-999,0.06818008422851562,0.0,-329.08371423261815,1104.4685715071932
sc23,ng102,ne101,1,4,10,20,-999,-999,0.702,-999,0.06818008422851562,0.0,-329.08371423261815,1104.4685715071932
sc24,ng101,ne101,1,4,10,20,-999,-999,0.702,-999,0.05314064025878906,0.0,-329.08371423261815,1104.4685715071932
sc24,ng102,ne101,1,4,10,25,-999,-999,2.26961339302298,-999,0.05314064025878906,0.0,-329.08371423261815,1104.4685715071932
sc25,ng101,ne101,1,4,20,20,-999,-999,1.4858066965114898,-999,0.05815315246582031,0.0,-329.08371423261815,1104.4685715071932
sc25,ng102,ne101,1,4,0,10,-999,-999,0.702,-999,0.05815315246582031,0.0,-329.08371423261815,1104.4685715071932
sc26,ng101,ne101,1,4,20,20,-999,-999,1.4858066965114898,-999,0.19251251220703125,0.0,-329.08371423261815,1104.4685715071932
sc26,ng102,ne101,1,4,0,20,-999,-999,0.702,-999,0.19251251220703125,0.0,-329.08371423261815,1104.4685715071932
sc27,ng101,ne101,1,4,20,20,-999,-999,1.4858066965114896,-999,0.03509330749511719,0.0,-329.0837142326184,1104.4685715071932
sc27,ng102,ne101,1,4,0,25,-999,-999,0.702,-999,0.03509330749511719,0.0,-329.0837142326184,1104.4685715071932
sc28,ng101,ne101,1,4,20,20,-999,-999,1.7257321429799894,-999,0.062164306640625,0.0,-831.5314284927786,1104.4685715071932
sc28,ng102,ne101,1,4,10,10,-999,-999,0.0,-999,0.062164306640625,0.0,-831.5314284927786,1104.4685715071932
sc29,ng101,ne101,1,4,20,20,-999,-999,1.7257321429799897,-999,0.09124374389648438,0.0,-831.5314284927786,1104.4685715071932
sc29,ng102,ne101,1,4,10,20,-999,-999,0.0,-999,0.09124374389648438,0.0,-831.5314284927786,1104.4685715071932
sc30,ng101,ne101,1,4,20,20,-999,-999,1.7257321429799894,-999,0.06917953491210938,0.0,-831.5314284927772,1104.4685715071932
sc30,ng102,ne101,1,4,10,25,-999,-999,0.0,-999,0.06917953491210938,0.0,-831.5314284927772,1104.4685715071932
sc31,ng101,ne101,5,8,0,10,-999,-999,,-999,,1e+100,,
sc31,ng102,ne101,5,8,0,10,-999,-999,,-999,,1e+100,,
sc32,ng101,ne101,5,8,0,10,-999,-999,,-999,,1e+100,,
sc32,ng102,ne101,5,8,0,20,-999,-999,,-999,,1e+100,,
sc33,ng101,ne101,5,8,0,10,-999,-999,,-999,,0.11047036545785226,,
sc33,ng102,ne101,5,8,0,25,-999,-999,,-999,,0.11047036545785226,,
sc34,ng101,ne101,5,8,0,10,-999,-999,2.2,-999,0.37499427795410156,0.0,-92.86392473541127,1164.5069920768005
sc34,ng102,ne101,5,8,10,10,-999,-999,1.6078083280967514,-999,0.37499427795410156,0.0,-92.86392473541127,1164.5069920768005
sc35,ng101,ne101,5,8,0,10,-999,-999,,-999,,1e+100,,
sc35,ng102,ne101,5,8,10,20,-999,-999,,-999,,1e+100,,
sc36,ng101,ne101,5,8,0,10,-999,-999,,-999,,1e+100,,
sc36,ng102,ne101,5,8,10,25,-999,-999,,-999,,1e+100,,
sc37,ng101,ne101,5,8,0,20,-999,-999,2.1248304280113626,-999,9.512275695800781,0.0,44.84427559682899,1164.5069920768005
sc37,ng102,ne101,5,8,0,10,-999,-999,2.1248304280113626,-999,9.512275695800781,0.0,44.84427559682899,1164.5069920768005
sc38,ng101,ne101,5,8,0,20,-999,-999,,-999,,0.11046592687668026,,
sc38,ng102,ne101,5,8,0,20,-999,-999,,-999,,0.11046592687668026,,
sc39,ng101,ne101,5,8,0,20,-999,-999,2.111047036545758,-999,0.062164306640625,0.0,44.84427559682854,1164.5069920768005
sc39,ng102,ne101,5,8,0,25,-999,-999,2.111047036545758,-999,0.062164306640625,0.0,44.84427559682854,1164.5069920768005
sc40,ng101,ne101,5,8,0,20,-999,-999,2.2,-999,0.38602447509765625,0.0,-92.86392473541127,1164.5069920768005
sc40,ng102,ne101,5,8,10,10,-999,-999,1.6009852511967515,-999,0.38602447509765625,0.0,-92.86392473541127,1164.5069920768005
sc41,ng101,ne101,5,8,0,20,-999,-999,,-999,,1e+100,,
sc41,ng102,ne101,5,8,10,20,-999,-999,,-999,,1e+100,,
sc42,ng101,ne101,5,8,0,20,-999,-999,1.8150320139464444,-999,0.062164306640625,0.0,-92.86392473541127,1164.5069920768005
sc42,ng102,ne101,5,8,10,25,-999,-999,1.8150320139464444,-999,0.062164306640625,0.0,-92.86392473541127,1164.5069920768005
sc43,ng101,ne101,5,8,10,10,-999,-999,1.6059852511967514,-999,0.10628128051757812,0.0,-92.86392473541127,1164.5069920768005
sc43,ng102,ne101,5,8,0,10,-999,-999,2.2,-999,0.10628128051757812,0.0,-92.86392473541127,1164.5069920768005
sc44,ng101,ne101,5,8,10,10,-999,-999,1.596016459976752,-999,0.37599945068359375,0.0,-92.86392473541127,1164.5069920768005
sc44,ng102,ne101,5,8,0,20,-999,-999,2.2,-999,0.37599945068359375,0.0,-92.86392473541127,1164.5069920768005
sc45,ng101,ne101,5,8,10,10,-999,-999,1.596016459976752,-999,0.25166893005371094,0.0,-92.86392473541127,1164.5069920768005
sc45,ng102,ne101,5,8,0,25,-999,-999,2.2,-999,0.25166893005371094,0.0,-92.86392473541127,1164.5069920768005
